uuid,xml src,md src,marketing loc,docs loc
522b0589-d61f-4a9f-952e-ba7ce11af2f9,mobile-services-master/mobile-services-users-master/src-migrate/whatsnew.xml,help/using/whatsnew.md,https://marketing.adobe.com/resources/help/en_US/mobile/whatsnew.html,https://docs.adobe.com/content/help/en/mobile-services/using/whatsnew.html
769cba99-ff82-4fa0-a14a-83b5f0495b04,mobile-services-master/mobile-universal-4x-master/src-migrate/c_getting_started.xml,help/windows-appstore/c-getting-started/c-getting-started.md,https://marketing.adobe.com/resources/help/en_US/mobile/winu/c_getting_started.html,https://docs.adobe.com/content/help/en/mobile-services/windows-universal-appstore/getting-started-win-appstore/c-getting-started.html
08f76a52-75dd-4fc1-b4cc-4f5eef93d0f7,mobile-services-master/mobile-services-sdk-ios-4x-master/src-migrate/c_pii-postbacks.xml,help/ios/analytics-main/postback/c-pii-postbacks.md,https://marketing.adobe.com/resources/help/en_US/mobile/ios/c_pii-postbacks.html,https://docs.adobe.com/content/help/en/mobile-services/ios/analytics-ios/postbacks/c-pii-postbacks.html
3c271738-eb8d-4c26-baaf-54b247bfc4da,mobile-services-master/mobile-services-users-master/src-migrate/c_map_points.xml,help/using/location/c-map-points.md,https://marketing.adobe.com/resources/help/en_US/mobile/c_map_points.html,https://docs.adobe.com/content/help/en/mobile-services/using/location-ug/c-map-points.html
e9ee13cf-9802-492e-8b11-95f028e34e61,mobile-services-master/mobile-services-sdk-ios-4x-master/src-migrate/app_transport_security.xml,help/ios/configuration/app-transport-security.md,https://marketing.adobe.com/resources/help/en_US/mobile/ios/app_transport_security.html,https://docs.adobe.com/content/help/en/mobile-services/ios/config-ios/app-transport-security.html
9c164e5c-ce2c-4eda-bba6-71324e4954fa,mobile-services-master/mobile-uwp-4x-master/src-migrate/release_notes.xml,help/universal-windows/release-notes.md,https://marketing.adobe.com/resources/help/en_US/mobile/uwp/release_notes.html,https://docs.adobe.com/content/help/en/mobile-services/universal-windows/release-notes.html
7ce20d9f-afbb-447c-a3bd-3e1f75421bb4,mobile-services-master/mobile-xamarin-master/src-migrate/c_android.xml,help/xamarin/c-android/c-android.md,,
471270ca-cee5-401e-aac1-e48146ee8399,mobile-services-master/mobile-services-users-master/src-migrate/t_config_aam.xml,help/using/c-manage-app-settings/c-mob-confg-app/t-config-aam.md,https://marketing.adobe.com/resources/help/en_US/mobile/t_config_aam.html,https://docs.adobe.com/content/help/en/mobile-services/using/manage-app-settings-ug/configuring-app/t-config-aam.html
ce8f6dcb-0e2b-47eb-99f2-fbdb97079161,mobile-services-master/mobile-services-sdk-android-4x-master/src-migrate/reference.xml,help/android/reference/reference.md,https://marketing.adobe.com/resources/help/en_US/mobile/android/reference.html,https://docs.adobe.com/content/help/en/mobile-services/android/sdk-reference-android/reference.html
d830d18b-4313-43bb-8d75-3789869d0f1d,mobile-services-master/mobile-services-sdk-ios-4x-master/src-migrate/lifetime_value.xml,help/ios/analytics-main/lifetime-value.md,https://marketing.adobe.com/resources/help/en_US/mobile/ios/lifetime_value.html,https://docs.adobe.com/content/help/en/mobile-services/ios/analytics-ios/lifetime-value.html
98ac3520-89ed-4513-83f6-120dda9d0157,mobile-services-master/mobile-services-users-master/src-migrate/c_manage-adobe_links.xml,help/using/acquisition-main/c-marketing-links-builder/c-manage-adobe-links.md,https://marketing.adobe.com/resources/help/en_US/mobile/c_manage-adobe_links.html,https://docs.adobe.com/content/help/en/mobile-services/using/acquisition-main-ug/create-manage-link-destination/legacy-acquisition-links/c-manage-adobe-links.html
e7362348-ca24-4f1c-b37f-eca6d2b0da6d,mobile-services-master/mobile-services-users-master/src-migrate/t_acquisition_del.xml,help/using/acquisition-main/c-marketing-links-builder/t-create-edit-adobe-links/c-use-legacy-acquisition-links/c-manage-acquisition-links/t-acquisition-del.md,https://marketing.adobe.com/resources/help/en_US/mobile/t_acquisition_del.html,https://docs.adobe.com/content/help/en/mobile-services/using/acquisition-main-ug/create-manage-link-destination/legacy-acquisition-links/t-acquisition-del.html
fe7d8663-d180-4de7-a1e5-1e56650456ca,mobile-services-master/mobile-bb-master/src-migrate/contact_and_legal.xml,,,
dbcbac5a-6345-49f6-b050-0db05292f005,mobile-services-master/mobile-services-sdk-ios-4x-master/src-migrate/timed_actions.xml,help/ios/analytics-main/timed-actions.md,https://marketing.adobe.com/resources/help/en_US/mobile/ios/timed_actions.html,https://docs.adobe.com/content/help/en/mobile-services/ios/analytics-ios/timed-actions.html
623c7b07-fbb3-4d39-a5c4-e64faec4ca29,mobile-services-master/mobile-services-sdk-ios-4x-master/src-migrate/sdk_methods.xml,help/ios/configuration/sdk-methods.md,https://marketing.adobe.com/resources/help/en_US/mobile/ios/sdk_methods.html,https://docs.adobe.com/content/help/en/mobile-services/ios/config-ios/sdk-methods.html
83289a73-982d-4472-a8c8-00b562dc80f5,mobile-services-master/mobile-unity-master/src-migrate/get_started.xml,help/unity/get-started.md,https://marketing.adobe.com/resources/help/en_US/mobile/unity/get_started.html,https://docs.adobe.com/content/help/en/mobile-services/unity/get-started.html
692bcda1-02ba-4902-bd65-15888adf1952,mobile-services-master/mobile-services-sdk-ios-4x-master/src-migrate/c_target_methods.xml,help/ios/target-main/c-target-methods.md,https://marketing.adobe.com/resources/help/en_US/mobile/ios/c_target_methods.html,https://docs.adobe.com/content/help/en/mobile-services/ios/target-ios/c-target-methods.html
6d70d7f6-de81-4307-a4f3-14f18fc3c9b3,mobile-services-master/mobile-services-users-master/src-migrate/users_sessions.xml,help/using/usage/users-sessions.md,https://marketing.adobe.com/resources/help/en_US/mobile/users_sessions.html,https://docs.adobe.com/content/help/en/mobile-services/using/reports-ug/users-sessions.html
2abc2bd1-dbae-4af1-9b8d-1df2f6d3a81f,mobile-services-master/mobile-services-users-master/src-migrate/usage.xml,help/using/usage/usage.md,https://marketing.adobe.com/resources/help/en_US/mobile/usage.html,https://docs.adobe.com/content/help/en/mobile-services/using/reports-ug/usage.html
e7639e7f-c9ed-4b19-9ac5-b36774ea9dd6,mobile-services-master/mobile-services-users-master/src-migrate/reports_retention.xml,help/using/usage/reports-retention.md,https://marketing.adobe.com/resources/help/en_US/mobile/reports_retention.html,https://docs.adobe.com/content/help/en/mobile-services/using/reports-ug/reports-retention.html
fa0ef6c4-c04d-4695-9eb4-ada4e9920e6c,mobile-services-master/mobile-universal-4x-master/src-migrate/analytics.xml,help/windows-appstore/analytics/analytics.md,https://marketing.adobe.com/resources/help/en_US/mobile/winu/analytics.html,https://docs.adobe.com/content/help/en/mobile-services/windows-universal-appstore/analytics-win-appstore/analytics.html
16c1d267-85f4-4a6a-a6d3-d6ffb0f80b29,mobile-services-master/mobile-services-sdk-android-4x-master/src-migrate/beacon.xml,help/android/location/beacon.md,https://marketing.adobe.com/resources/help/en_US/mobile/android/beacon.html,https://docs.adobe.com/content/help/en/mobile-services/android/location/beacon.html
7220a001-1174-4013-91ff-e8603d8ab265,mobile-services-master/mobile-uwp-4x-master/src-migrate/event_serialization.xml,help/universal-windows/analytics/event-serialization.md,https://marketing.adobe.com/resources/help/en_US/mobile/uwp/event_serialization.html,https://docs.adobe.com/content/help/en/mobile-services/universal-windows/analytics-univ-win-plat/event-serialization.html
5fb77b57-cbf9-4bcf-8b41-65a933bf9336,mobile-services-master/mobile-services-sdk-ios-4x-master/src-migrate/swift_integration.xml,help/ios/getting-started/swift-integration.md,https://marketing.adobe.com/resources/help/en_US/mobile/ios/swift_integration.html,https://docs.adobe.com/content/help/en/mobile-services/ios/getting-started-ios/swift-integration.html
607983d6-48ac-4274-bfc8-b1ca4e5dad1b,mobile-services-master/mobile-uwp-4x-master/src-migrate/products.xml,help/universal-windows/analytics/products.md,https://marketing.adobe.com/resources/help/en_US/mobile/uwp/products.html,https://docs.adobe.com/content/help/en/mobile-services/universal-windows/analytics-univ-win-plat/products.html
39c642e2-60f0-4bbe-b0d1-2635ee2c6d01,mobile-services-master/mobile-services-sdk-android-4x-master/src-migrate/getting_started.xml,help/android/getting-started/getting-started.md,https://marketing.adobe.com/resources/help/en_US/mobile/android/getting_started.html,https://docs.adobe.com/content/help/en/mobile-services/android/getting-started-android/getting-started.html
57db0b77-6b0a-4a0c-9aad-0731275233fd,mobile-services-master/mobile-services-users-master/src-migrate/overview.xml,help/using/gs/metrics/overview.md,https://marketing.adobe.com/resources/help/en_US/mobile/bb/overview.html,https://docs.adobe.com/content/help/en/mobile-services/blackberry/overview.html
58533aa3-2eb2-4597-8525-77e4e5975e56,mobile-services-master/mobile-services-sdk-ios-4x-master/src-migrate/in_apps_ts.xml,help/ios/messaging-main/messaging/in-apps-ts.md,https://marketing.adobe.com/resources/help/en_US/mobile/ios/in_apps_ts.html,https://docs.adobe.com/content/help/en/mobile-services/ios/messaging-ios/in-app-messaging/in-apps-ts.html
22ec432f-e7ae-4e89-be07-26206bbeacf8,mobile-services-master/mobile-services-sdk-android-4x-master/src-migrate/acquisition_methods.xml,help/android/acquisition-main/acquisition-methods.md,https://marketing.adobe.com/resources/help/en_US/mobile/bb/methods.html,https://docs.adobe.com/content/help/en/mobile-services/blackberry/methods.html
305a8265-38de-4d19-8c79-b3912f5aae7c,mobile-services-master/mobile-services-users-master/src-migrate/t_create-edit-adobe-links.xml,help/using/acquisition-main/c-marketing-links-builder/t-create-edit-adobe-links/t-create-edit-adobe-links.md,https://marketing.adobe.com/resources/help/en_US/mobile/t_create-edit-adobe-links.html,https://docs.adobe.com/content/help/en/mobile-services/using/acquisition-main-ug/create-manage-link-destination/marketing-links-builder/t-create-edit-adobe-links.html
c2b134bb-1c29-4617-bd9e-fa3940483361,mobile-services-master/mobile-services-sdk-ios-4x-master/src-migrate/target_main.xml,help/ios/target-main/target-main.md,https://marketing.adobe.com/resources/help/en_US/mobile/ios/target_main.html,https://docs.adobe.com/content/help/en/mobile-services/ios/target-ios/target-main.html
96d06325-e424-4770-8659-4b5431318ee3,mobile-services-master/mobile-services-sdk-ios-4x-master/src-migrate/dev_qs.xml,help/ios/getting-started/dev-qs.md,https://marketing.adobe.com/resources/help/en_US/mobile/ios/dev_qs.html,https://docs.adobe.com/content/help/en/mobile-services/ios/getting-started-ios/dev-qs.html
3f467cad-43e7-4cd0-889b-89f8c61febbd,mobile-services-master/mobile-services-users-master/src-migrate/c_mob_vrs.xml,help/using/manage-apps/c-mob-vrs.md,https://marketing.adobe.com/resources/help/en_US/mobile/c_mob_vrs.html,https://docs.adobe.com/content/help/en/mobile-services/using/manage-apps-ug/c-mob-vrs.html
efd410e7-3b6c-4cf4-a26f-b11688adc491,mobile-services-master/mobile-services-users-master/src-migrate/c_audience-push-message.xml,help/using/in-app-messaging/t-create-push-message/c-audience-push-message.md,https://marketing.adobe.com/resources/help/en_US/mobile/c_audience-push-message.html,https://docs.adobe.com/content/help/en/mobile-services/using/messaging-ug/push-messages/c-audience-push-message.html
bc3db9ce-81b7-45ec-88aa-6020c1db5d9c,mobile-services-master/mobile-services-sdk-android-4x-master/src-migrate/phonegap_methods.xml,help/android/phonegap/phonegap-methods.md,https://marketing.adobe.com/resources/help/en_US/mobile/bb/methods.html,https://docs.adobe.com/content/help/en/mobile-services/blackberry/methods.html
4c6d6756-47fb-4f1b-8338-0b0c9b0fceb0,mobile-services-master/mobile-services-users-master/src-migrate/c_experience-in-app-message.xml,help/using/in-app-messaging/t-in-app-message/c-experience-in-app-message.md,https://marketing.adobe.com/resources/help/en_US/mobile/c_experience-in-app-message.html,https://docs.adobe.com/content/help/en/mobile-services/using/messaging-ug/inapp-messages/c-experience-in-app-message.html
4fb2c166-6700-4f8b-b60b-137b199e0509,mobile-services-master/mobile-services-sdk-ios-4x-master/src-migrate/c_mob_gdpr_ret-stored-ids-ios.xml,help/ios/c-mob-privacy-gdpr-ios/c-mob-gdpr-ret-stored-ids-ios.md,https://marketing.adobe.com/resources/help/en_US/mobile/ios/c_mob_gdpr_ret-stored-ids-ios.html,https://docs.adobe.com/content/help/en/mobile-services/ios/privacy-gdpr-ios/c-mob-gdpr-ret-stored-ids-ios.html
67e759d3-7e4f-4985-9e74-61c782f0fbb5,mobile-services-master/mobile-services-users-master/src-migrate/c_reports_versions.xml,help/using/usage/c-reports-versions.md,https://marketing.adobe.com/resources/help/en_US/mobile/c_reports_versions.html,https://docs.adobe.com/content/help/en/mobile-services/using/reports-ug/c-reports-versions.html
207d6eae-7fc5-449d-b92b-c2d83e8e82b4,mobile-services-master/mobile-services-sdk-android-4x-master/src-migrate/configuration.xml,help/android/configuration/configuration.md,https://marketing.adobe.com/resources/help/en_US/mobile/android/configuration.html,https://docs.adobe.com/content/help/en/mobile-services/android/configuration-android/configuration.html
e0591f4a-e26b-4fe4-97c1-a6831a926fa5,mobile-services-master/mobile-services-sdk-ios-4x-master/src-migrate/t_testing_acquisition.xml,help/ios/acquisition-main/t-testing-acquisition.md,https://marketing.adobe.com/resources/help/en_US/mobile/ios/t_testing_acquisition.html,https://docs.adobe.com/content/help/en/mobile-services/ios/acquisition-ios/t-testing-acquisition.html
ca335891-5d73-47dc-811f-374a0844109f,mobile-services-master/mobile-services-users-master/src-migrate/dps.xml,help/using/dps/dps.md,https://marketing.adobe.com/resources/help/en_US/mobile/dps.html,https://docs.adobe.com/content/help/en/mobile-services/using/dps-ug/dps.html
3501b76d-f83f-45eb-b56d-39e64717772e,mobile-services-master/mobile-services-sdk-android-4x-master/src-migrate/target_main.xml,help/android/target-main/target-main.md,https://marketing.adobe.com/resources/help/en_US/mobile/android/target_main.html,https://docs.adobe.com/content/help/en/mobile-services/android/target-android/target-main.html
663aeb6c-1b97-4a3a-8c0e-dd4c2ec28c01,mobile-services-master/mobile-services-sdk-android-4x-master/src-migrate/methods.xml,help/android/configuration/methods.md,https://marketing.adobe.com/resources/help/en_US/mobile/bb/methods.html,https://docs.adobe.com/content/help/en/mobile-services/blackberry/methods.html
8747b11e-31b1-47bc-ad55-db5ab4ef7078,mobile-services-master/mobile-services-users-master/src-migrate/reports_types.xml,help/using/gs/reports-types.md,https://marketing.adobe.com/resources/help/en_US/mobile/reports_types.html,https://docs.adobe.com/content/help/en/mobile-services/using/get-started-ug/reports-types.html
4c798e47-7988-4a06-a191-6c4d05f6ee61,mobile-services-master/mobile-services-sdk-android-4x-master/src-migrate/c_tracking-3rd-party-deferred-deep-links.xml,help/android/acquisition-main/tracking-deep-links/c-tracking-3rd-party-deferred-deep-links.md,https://marketing.adobe.com/resources/help/en_US/mobile/android/c_tracking-3rd-party-deferred-deep-links.html,https://docs.adobe.com/content/help/en/mobile-services/android/acquisition-android/tracking-deep-links/c-tracking-3rd-party-deferred-deep-links.html
8e9808b2-ba80-4646-ba05-8e62d4fde065,mobile-services-master/mobile-services-sdk-android-4x-master/src-migrate/c_target_methods.xml,help/android/target-main/c-target-methods.md,https://marketing.adobe.com/resources/help/en_US/mobile/bb/methods.html,https://docs.adobe.com/content/help/en/mobile-services/blackberry/methods.html
8d1f1fb8-6842-478b-a164-e7f727755bd9,mobile-services-master/mobile-services-sdk-android-4x-master/src-migrate/c_pii-postbacks.xml,help/android/analytics-main/postbacks/c-pii-postbacks.md,https://marketing.adobe.com/resources/help/en_US/mobile/android/c_pii-postbacks.html,https://docs.adobe.com/content/help/en/mobile-services/android/analytics-android/postbacks/c-pii-postbacks.html
8bfd4374-2767-421d-891d-e1e9a99b6977,mobile-services-master/mobile-services-sdk-android-4x-master/src-migrate/postbacks.xml,help/android/analytics-main/postbacks/postbacks.md,https://marketing.adobe.com/resources/help/en_US/mobile/android/postbacks.html,https://docs.adobe.com/content/help/en/mobile-services/android/analytics-android/postbacks/postbacks.html
3ac99489-6269-439e-a814-24102ef220b1,mobile-services-master/mobile-services-sdk-android-4x-master/src-migrate/app_ids.xml,help/android/reference/app-ids.md,https://marketing.adobe.com/resources/help/en_US/mobile/android/app_ids.html,https://docs.adobe.com/content/help/en/mobile-services/android/sdk-reference-android/app-ids.html
64f822a0-6ccf-48e7-8886-31b93d8198a3,mobile-services-master/mobile-services-sdk-android-4x-master/src-migrate/products_variable_evars_events.xml,help/android/analytics-main/products/products-variable-evars-events.md,https://marketing.adobe.com/resources/help/en_US/mobile/android/products_variable_evars_events.html,https://docs.adobe.com/content/help/en/mobile-services/android/analytics-android/products-variable/products-variable-evars-events.html
0ca9e937-8d40-4570-9dbf-9aecc6ecedf6,mobile-services-master/mobile-services-sdk-android-4x-master/src-migrate/requirements.xml,help/android/getting-started/requirements.md,https://marketing.adobe.com/resources/help/en_US/mobile/android/requirements.html,https://docs.adobe.com/content/help/en/mobile-services/android/getting-started-android/requirements.html
7fa58ffb-ecc6-46bb-b920-bda42c1f78b5,mobile-services-master/mobile-uwp-4x-master/src-migrate/audiencemgmt.xml,help/universal-windows/audiencemgmt/audiencemgmt.md,,
5fece619-e4b8-4d06-9250-dcb66fa32ce0,mobile-services-master/mobile-services-sdk-ios-4x-master/src-migrate/acquisition.xml,help/ios/acquisition-main/acquisition.md,https://marketing.adobe.com/resources/help/en_US/mobile/ios/acquisition.html,https://docs.adobe.com/content/help/en/mobile-services/ios/acquisition-ios/acquisition.html
8c7fb76a-be0b-4465-8151-ece7bad11b55,mobile-services-master/mobile-services-sdk-ios-4x-master/src-migrate/analytics_main.xml,help/ios/analytics-main/analytics-main.md,https://marketing.adobe.com/resources/help/en_US/mobile/ios/analytics_main.html,https://docs.adobe.com/content/help/en/mobile-services/ios/analytics-ios/analytics-main.html
0d2731f3-77a9-4db1-9a8c-1e56c212ecb4,mobile-services-master/mobile-bb-master/src-migrate/video_qs.xml,help/blackberry/video-qs.md,https://marketing.adobe.com/resources/help/en_US/mobile/bb/video_qs.html,https://docs.adobe.com/content/help/en/mobile-services/blackberry/video-qs.html
0c96190f-e16b-49d5-aaa5-b651780a7266,mobile-services-master/mobile-services-users-master/src-migrate/c_crashes.xml,help/using/usage/c-crashes.md,https://marketing.adobe.com/resources/help/en_US/mobile/c_crashes.html,https://docs.adobe.com/content/help/en/mobile-services/using/reports-ug/c-crashes.html
5668972b-f355-4e03-9df0-8c82ddf6809b,mobile-services-master/mobile-services-sdk-ios-4x-master/src-migrate/migration_v3.xml,help/ios/getting-started/migration-v3.md,https://marketing.adobe.com/resources/help/en_US/mobile/ios/migration_v3.html,https://docs.adobe.com/content/help/en/mobile-services/ios/getting-started-ios/migration-v3.html
3a38d40d-b4c7-4f9f-aa6e-979613faaba2,mobile-services-master/mobile-services-users-master/src-migrate/t_archive-unarchive-link-destinations.xml,help/using/acquisition-main/c-manage-link-destinations/t-archive-unarchive-link-destinations.md,https://marketing.adobe.com/resources/help/en_US/mobile/t_archive-unarchive-link-destinations.html,https://docs.adobe.com/content/help/en/mobile-services/using/acquisition-main-ug/create-manage-link-destination/t-archive-unarchive-link-destinations.html
987146e4-2cca-46e7-88aa-74b62d9f1dc5,mobile-services-master/mobile-services-users-master/src-migrate/acquisition_main.xml,help/using/acquisition-main/acquisition-main.md,https://marketing.adobe.com/resources/help/en_US/mobile/acquisition_main.html,https://docs.adobe.com/content/help/en/mobile-services/using/acquisition-main-ug/acquisition-main.html
e39c9c3e-fd53-4b46-8fff-88101a064a9c,mobile-services-master/mobile-universal-4x-master/src-migrate/audience_manager_methods.xml,help/windows-appstore/audiencemgmt/audience-manager-methods.md,https://marketing.adobe.com/resources/help/en_US/mobile/winu/audience_manager_methods.html,https://docs.adobe.com/content/help/en/mobile-services/windows-universal-appstore/audience-manager-methods.html
62017be1-5395-4d16-bde3-4c40a2c012d4,mobile-services-master/mobile-services-sdk-ios-4x-master/src-migrate/actions.xml,help/ios/analytics-main/actions.md,https://marketing.adobe.com/resources/help/en_US/mobile/ios/actions.html,https://docs.adobe.com/content/help/en/mobile-services/ios/analytics-ios/actions.html
04133f68-3618-41fd-8a13-aec5b6f04df6,mobile-services-master/mobile-services-sdk-ios-4x-master/src-migrate/requirements.xml,help/ios/getting-started/requirements.md,https://marketing.adobe.com/resources/help/en_US/mobile/ios/requirements.html,https://docs.adobe.com/content/help/en/mobile-services/ios/getting-started-ios/requirements.html
ad350f8d-ef51-4519-98aa-3025bc0f5588,mobile-services-master/mobile-services-users-master/src-migrate/c_mob_roles-and-permissions.xml,help/using/gs/c-mob-roles-and-permissions.md,https://marketing.adobe.com/resources/help/en_US/mobile/c_mob_roles-and-permissions.html,https://docs.adobe.com/content/help/en/mobile-services/using/get-started-ug/c-mob-roles-and-permissions.html
eb16761b-95c6-4079-bf18-cab547a35cbf,mobile-services-master/mobile-uwp-4x-master/src-migrate/contact_and_legal.xml,,,
